stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1691,51677,NB RUPERT ST FS E 25 AV,RUPERT ST @ E 25 AV,49.248147,-123.033628,1, ,0, 
1692,51678,NB RUPERT ST FS E 22 AV,RUPERT ST @ E 22 AV,49.250909,-123.033615,1, ,0, 
1693,51679,NB RUPERT ST FS SEAFORTH DR,RUPERT ST @ SEAFORTH DR,49.253406,-123.033615,1, ,0, 
1694,51680,NB RUPERT ST FS E 17 AV,RUPERT ST @ E 17 AV,49.255010,-123.033597,1, ,0, 
1695,51681,NB RUPERT ST FS WORTHINGTON DR,RUPERT ST @ WORTHINGTON DR,49.256696,-123.033592,1, ,0, 
1696,51682,NB RUPERT ST FS GRANDVIEW HWY,RUPERT ST @ GRANDVIEW HWY,49.258410,-123.033574,1, ,0, 
1697,51683,NB RUPERT ST FS E BROADWAY,RUPERT ST @ E BROADWAY,49.262174,-123.033526,1, ,0, 
1698,51684,NB RUPERT ST FS E 7 AV,RUPERT ST @ E 7 AV,49.264089,-123.033537,1, ,0, 
1699,51685,NB RUPERT ST FS E 5 AV,RUPERT ST @ E 5 AV,49.265930,-123.033519,1, ,0, 
1700,51686,NB RUPERT ST FS E 3 AV,RUPERT ST @ E 3 AV,49.267844,-123.033462,1, ,0, 
1701,51687,NB RUPERT ST FS GRAVELEY ST,RUPERT ST @ GRAVELEY ST,49.270870,-123.033546,1, ,0, 
1702,51688,NB RUPERT ST FS KITCHENER ST,RUPERT ST @ KITCHENER ST,49.272602,-123.033501,1, ,0, 
1703,51689,NB RUPERT ST FS WILLIAM ST,RUPERT ST @ WILLIAM ST,49.274416,-123.033483,1, ,0, 
1704,51690,NB RUPERT ST FS PARKER ST,RUPERT ST @ PARKER ST,49.276075,-123.033465,1, ,0, 
1705,51691,EB ADANAC ST FS RUPERT ST,ADANAC ST @ RUPERT ST,49.277352,-123.033187,1, ,0, 
1706,51692,EB ADANAC ST NS SKEENA ST,ADANAC ST @ SKEENA ST,49.277345,-123.028605,1, ,0, 
1707,51693,EB ADANAC ST FS KOOTENAY ST,ADANAC ST @ KOOTENAY ST,49.277334,-123.025338,1, ,0, 
1708,51694,NB BOUNDARY RD FS GEORGIA ST,BOUNDARY RD @ GEORGIA ST,49.278752,-123.023272,8, ,0, 
1709,51695,KOOTENAY LOOP BAY 3,KOOTENAY LOOP @ BAY 3,49.281480,-123.026282,1, ,0, 
1710,51696,SB BOUNDARY RD FS E PENDER ST,BOUNDARY RD @ E PENDER ST,49.279954,-123.023739,8, ,0, 
1711,51697,SB BOUNDARY RD FS E GEORGIA ST,BOUNDARY RD @ E GEORGIA ST,49.277958,-123.023769,8, ,0, 
1712,51698,WB ADANAC ST FS SKEENA ST,ADANAC ST @ SKEENA ST,49.277508,-123.028755,1, ,0, 
1713,51699,SB RUPERT ST FS ADANAC ST,RUPERT ST @ ADANAC ST,49.277159,-123.033729,1, ,0, 
1714,51700,SB RUPERT ST FS PARKER ST,RUPERT ST @ PARKER ST,49.275509,-123.033720,1, ,0, 
1715,51701,SB RUPERT ST FS CHARLES ST,RUPERT ST @ CHARLES ST,49.272966,-123.033747,1, ,0, 
1716,51702,SB RUPERT ST FS GRANT ST,RUPERT ST @ GRANT ST,49.271061,-123.033791,1, ,0, 
1719,51705,SB RUPERT ST NS E 5 AV,RUPERT ST @ E 5 AV,49.265856,-123.033926,1, ,0, 
1720,51706,SB RUPERT ST FS E 7 AV,RUPERT ST @ E 7 AV,49.263541,-123.033954,1, ,0, 
1721,51707,SB RUPERT ST NS E BROADWAY,RUPERT ST @ E BROADWAY,49.262064,-123.033946,1, ,0, 
1724,51710,SB RUPERT ST FS GRANDVIEW HWY,RUPERT ST @ GRANDVIEW HWY,49.257844,-123.033978,1, ,0, 
1725,51711,SB RUPERT ST FS E 16 AV,RUPERT ST @ E 16 AV,49.255283,-123.033964,1, ,0, 
1726,51712,SB RUPERT ST FS E 18 AV,RUPERT ST @ E 18 AV,49.253706,-123.033969,1, ,0, 
1727,51713,SB RUPERT ST FS E 20 AV,RUPERT ST @ E 20 AV,49.252011,-123.033987,1, ,0, 
1728,51714,SB RUPERT ST FS E 22 AV,RUPERT ST @ E 22 AV,49.250334,-123.033978,1, ,0, 
1731,51717,SB RUPERT ST FS E 28 AV,RUPERT ST @ E 28 AV,49.245093,-123.034018,1, ,0, 
1735,51721,SB JOYCE ST FS WELLINGTON AV,JOYCE ST @ WELLINGTON AV,49.239852,-123.030440,1, ,0, 
1736,51722,JOYCE STN BAY 1,JOYCE STN @ BAY 1,49.238444,-123.032072,1, ,0, 
1737,51723,EB VANNESS AV FS MELBOURNE ST,VANNESS AV @ MELBOURNE ST,49.236303,-123.027874,1, ,0, 
1738,51724,NB BOUNDARY RD FS VANNESS AV,BOUNDARY RD @ VANNESS AV,49.235120,-123.023316,8, ,0, 
1743,51729,NB SMITH AV FS MOSCROP ST,SMITH AV @ MOSCROP ST,49.243231,-123.019673,8, ,0, 
1744,51730,NB SMITH AV FS FIR ST,SMITH AV @ FIR ST,49.245500,-123.019658,8, ,0, 
1745,51731,NB SMITH AV FS SPRUCE ST,SMITH AV @ SPRUCE ST,49.247259,-123.019694,8, ,0, 
1746,51732,NB INGLETON AV NS SUNSET ST,INGLETON AV @ SUNSET ST,49.249520,-123.017310,8, ,0, 
1747,51733,NB SMITH AV AT AVONDALE ST,SMITH AV @ AVONDALE ST,49.252436,-123.019666,8, ,0, 
1750,51736,NB BOUNDARY RD FS DOMINION ST,BOUNDARY RD @ DOMINION ST,49.256703,-123.023361,8, ,0, 
1751,51737,NB BOUNDARY RD FS GRANDVIEW HWY,BOUNDARY RD @ GRANDVIEW HWY,49.258443,-123.023397,8, ,0, 
1754,51740,NB BOUNDARY RD FS LOUGHEED HWY,BOUNDARY RD @ LOUGHEED HWY,49.265918,-123.023341,8, ,0, 
1755,51741,NB BOUNDARY RD FS 2 AV,BOUNDARY RD @ 2 AV,49.268725,-123.023328,8, ,0, 
1756,51742,NB BOUNDARY RD FS 1 AV,BOUNDARY RD @ 1 AV,49.269655,-123.023333,8, ,0, 
1757,51743,NB BOUNDARY RD FS KITCHENER ST,BOUNDARY RD @ KITCHENER ST,49.272389,-123.023293,8, ,0, 
1758,51744,NB BOUNDARY RD FS WILLIAM ST,BOUNDARY RD @ WILLIAM ST,49.274386,-123.023290,8, ,0, 
1759,51745,NB BOUNDARY RD FS VENABLES ST,BOUNDARY RD @ VENABLES ST,49.276929,-123.023276,8, ,0, 
1760,51746,NB CASSIAR ST AT TRIUMPH ST,CASSIAR ST @ TRIUMPH ST,49.283701,-123.031242,1, ,0, 
1761,51747,PHIBBS EXCHANGE BAY 5,PHIBBS EXCHANGE @ BAY 5,49.305858,-123.029176,2, ,0, 
1762,51748,WB OXFORD ST NS MOUNTAIN HWY,OXFORD ST @ MOUNTAIN HWY,49.306189,-123.031755,2, ,0, 
1763,51749,NB MOUNTAIN HWY FS CROWN ST,MOUNTAIN HWY @ CROWN ST,49.309088,-123.031933,2, ,0, 
1764,51750,NB MOUNTAIN HWY FS HUNTER ST,MOUNTAIN HWY @ HUNTER ST,49.310932,-123.032492,2, ,0, 
1765,51751,NB OLD LILLOOET RD AT PREMIER ST,OLD LILLOOET RD @ PREMIER ST,49.313073,-123.027600,2, ,0, 
1766,51752,NB LILLOOET RD AT 900 BLOCK,LILLOOET RD @ 900 BLOCK,49.315963,-123.023885,2, ,0, 
1767,51753,EB PURCELL WAY FS LILLOOET RD,PURCELL WAY @ LILLOOET RD,49.317495,-123.023554,2, ,0, 
1769,51755,SB LILLOOET RD FS PURCELL WAY,LILLOOET RD @ PURCELL WAY,49.317285,-123.024082,2, ,0, 
1770,51756,SB LILLOOET RD NS MT SEYMOUR PKY,LILLOOET RD @ MT SEYMOUR PKY,49.312600,-123.025389,2, ,0, 
1771,51757,SB MOUNTAIN HWY FS FERN ST,MOUNTAIN HWY @ FERN ST,49.311238,-123.032731,2, ,0, 
1772,51758,SB MOUNTAIN HWY FS CHARLOTTE RD,MOUNTAIN HWY @ CHARLOTTE RD,49.309424,-123.032301,2, ,0, 
1773,51759,SB MOUNTAIN HWY FS RUPERT ST,MOUNTAIN HWY @ RUPERT ST,49.307656,-123.032102,2, ,0, 
1774,51760,EB OXFORD ST FS MOUNTAIN HWY,OXFORD ST @ MOUNTAIN HWY,49.305980,-123.031686,2, ,0, 
1775,51761,PHIBBS EXCHANGE BAY 1,PHIBBS EXCHANGE @ BAY 1,49.305061,-123.028379,2, ,0, 
1776,51762,SB BOUNDARY RD AT DOUGLAS RD,BOUNDARY RD @ DOUGLAS RD,49.276629,-123.023749,8, ,0, 
1777,51763,SB BOUNDARY RD FS NAPIER ST,BOUNDARY RD @ NAPIER ST,49.274649,-123.023765,8, ,0, 
1778,51764,SB BOUNDARY RD FS KITCHENER ST,BOUNDARY RD @ KITCHENER ST,49.271835,-123.023777,8, ,0, 
1779,51765,SB BOUNDARY RD FS E 1 AV,BOUNDARY RD @ E 1 AV,49.269107,-123.023791,8, ,0, 
1782,51768,SB BOUNDARY RD FS HENNING DR,BOUNDARY RD @ HENNING DR,49.263537,-123.023843,8, ,0, 
1783,51769,SB BOUNDARY RD FS E 11 AV,BOUNDARY RD @ E 11 AV,49.259818,-123.023892,8, ,0, 
1785,51771,SB BOUNDARY RD FS GRANDVIEW HWY,BOUNDARY RD @ GRANDVIEW HWY,49.257886,-123.023895,8, ,0, 
1788,51774,SB SMITH AV FS LAUREL ST,SMITH AV @ LAUREL ST,49.253894,-123.019904,8, ,0, 
1789,51775,SB SMITH AV NS AVONDALE ST,SMITH AV @ AVONDALE ST,49.252554,-123.019911,8, ,0, 
1790,51776,SB SMITH AV FS NITHSDALE ST,SMITH AV @ NITHSDALE ST,49.251233,-123.019918,8, ,0, 
1791,51777,SB SMITH AV NS SUNSET ST,SMITH AV @ SUNSET ST,49.249875,-123.019924,8, ,0, 
1792,51778,SB INGLETON AV FS SUNSET ST,INGLETON AV @ SUNSET ST,49.249406,-123.017550,8, ,0, 
1793,51779,SB SMITH AV FS KINCAID ST,SMITH AV @ KINCAID ST,49.248544,-123.019917,8, ,0, 
1794,51780,SB SMITH AV FS SPRUCE ST,SMITH AV @ SPRUCE ST,49.246703,-123.019921,8, ,0, 
1798,51784,SB BOUNDARY RD FS BURKE ST,BOUNDARY RD @ BURKE ST,49.236705,-123.023690,8, ,0, 
1799,51785,WB VANNESS AV FS BOUNDARY RD,VANNESS AV @ BOUNDARY RD,49.234627,-123.023951,1, ,0, 
1800,51786,WB VANNESS AV FS MELBOURNE ST,VANNESS AV @ MELBOURNE ST,49.236767,-123.028405,1, ,0, 
1801,51787,WB VANNESS AV FS GASTON ST,VANNESS AV @ GASTON ST,49.237583,-123.030211,1, ,0, 
1803,51789,EB E 54 AV FS DOMAN ST,E 54 AV @ DOMAN ST,49.220051,-123.036755,1, ,0, 
1804,51790,EB E 54 AV FS BUTLER ST,E 54 AV @ BUTLER ST,49.220041,-123.033437,1, ,0, 
1808,51794,WB SE MARINE DR FS MATHESON CRES,SE MARINE DR @ MATHESON CRES,49.208217,-123.031302,1, ,0, 
1809,51795,WB SE MARINE DR FS FIELDSTONE AV,SE MARINE DR @ FIELDSTONE AV,49.208470,-123.035067,1, ,0, 
1810,51796,WB SE MARINE DR FS KERR ST,SE MARINE DR @ KERR ST,49.208171,-123.042690,1, ,0, 
1811,51797,WB SE MARINE DR FS JELLICOE ST,SE MARINE DR @ JELLICOE ST,49.207766,-123.048131,1, ,0, 
1812,51798,WB SE MARINE DR FS ELLIOTT ST,SE MARINE DR @ ELLIOTT ST,49.207205,-123.057241,1, ,0, 
1814,51800,WB SE MARINE DR FS GLADSTONE ST,SE MARINE DR @ GLADSTONE ST,49.208513,-123.062232,1, ,0, 
1817,51803,NB NANAIMO ST FS FRASERVIEW DR,NANAIMO ST @ FRASERVIEW DR,49.211884,-123.059204,1, ,0, 
1818,51804,NB MUIRFIELD DR FS SCARBORO AV,MUIRFIELD DR @ SCARBORO AV,49.213110,-123.057099,1, ,0, 
1819,51805,NB MUIRFIELD DR FS BOBOLINK AV,MUIRFIELD DR @ BOBOLINK AV,49.214653,-123.055970,1, ,0, 
1820,51806,NB MUIRFIELD DR FS LYNBROOK DR,MUIRFIELD DR @ LYNBROOK DR,49.217237,-123.055163,1, ,0, 
1821,51807,EB ASHBURN ST NS ELLIOTT ST,ASHBURN ST @ ELLIOTT ST,49.218356,-123.054853,1, ,0, 
1822,51808,NB ELLIOTT ST FS E 54 AV,ELLIOTT ST @ E 54 AV,49.220452,-123.054730,1, ,0, 
1823,51809,NB ELLIOTT ST FS E 52 AV,ELLIOTT ST @ E 52 AV,49.222248,-123.054672,1, ,0, 
1824,51810,NB ELLIOTT ST FS E 49 AV,ELLIOTT ST @ E 49 AV,49.225082,-123.054580,1, ,0, 
1825,51811,NB ELLIOTT ST FS E 46 AV,ELLIOTT ST @ E 46 AV,49.228728,-123.054560,1, ,0, 
1826,51812,NB ELLIOTT ST FS WAVERLEY AV,ELLIOTT ST @ WAVERLEY AV,49.227042,-123.054523,1, ,0, 
1827,51813,NB CLARENDON ST FS E 43 AV,CLARENDON ST @ E 43 AV,49.231132,-123.055089,1, ,0, 
1828,51814,NB CLARENDON ST FS E 41 AV,CLARENDON ST @ E 41 AV,49.233073,-123.055370,1, ,0, 
1829,51815,NB CLARENDON ST FS E 39 AV,CLARENDON ST @ E 39 AV,49.235154,-123.055367,1, ,0, 
1830,51816,NB CLARENDON ST FS E 37 AV,CLARENDON ST @ E 37 AV,49.237666,-123.055342,1, ,0, 
1831,51817,EB E 29 AV FS SLOCAN ST,E 29 AV @ SLOCAN ST,49.244526,-123.049217,1, ,0, 
1832,51818,29TH AV STN BAY 2,29TH AVE STATION LOOP @ BAY 2,49.244308,-123.045790,1, ,0, 
1833,51819,SB CLARENDON ST FS E 41 AV,CLARENDON ST @ E 41 AV,49.232535,-123.055367,1, ,0, 
1835,51821,SB ELLIOTT ST FS E 45 AV,ELLIOTT ST @ E 45 AV,49.229064,-123.054928,1, ,0, 
1836,51822,SB ELLIOTT ST FS E 47 AV,ELLIOTT ST @ E 47 AV,49.227290,-123.054761,1, ,0, 
1838,51824,SB ELLIOTT ST FS E 49 AV,ELLIOTT ST @ E 49 AV,49.224526,-123.054848,1, ,0, 
1839,51825,SB ELLIOTT ST FS E 51 AV,ELLIOTT ST @ E 51 AV,49.222256,-123.054916,1, ,0, 
1840,51826,SB ELLIOTT ST FS E 53 AV,ELLIOTT ST @ E 53 AV,49.220883,-123.054957,1, ,0, 
1841,51827,SB ELLIOTT ST AT E 56 AV,ELLIOTT ST @ E 56 AV,49.218978,-123.054992,1, ,0, 
1842,51828,SB MUIRFIELD DR FS ASHBURN ST,MUIRFIELD DR @ ASHBURN ST,49.217392,-123.055597,1, ,0, 
1843,51829,SB MUIRFIELD DR FS HOYLAKE AV,MUIRFIELD DR @ HOYLAKE AV,49.215566,-123.055582,1, ,0, 
1844,51830,SB MUIRFIELD DR FS BOBOLINK AV,MUIRFIELD DR @ BOBOLINK AV,49.213986,-123.056711,1, ,0, 
1845,51831,SB MUIRFIELD DR FS SCARBORO AV,MUIRFIELD DR @ SCARBORO AV,49.212708,-123.057760,1, ,0, 
1846,51832,EB SE MARINE DR FS VICTORIA DR,SE MARINE DR @ VICTORIA DR,49.209442,-123.065799,1, ,0, 
1847,51833,EB SE MARINE DR FS GLADSTONE ST,SE MARINE DR @ GLADSTONE ST,49.208059,-123.061633,1, ,0, 
1848,51834,EB SE MARINE DR FS NANAIMO ST,SE MARINE DR @ NANAIMO ST,49.207263,-123.059218,1, ,0, 
1849,51835,EB SE MARINE DR FS ELLIOTT ST,SE MARINE DR @ ELLIOTT ST,49.207011,-123.056404,1, ,0, 
1850,51836,EB SE MARINE DR FS JELLICOE ST,SE MARINE DR @ JELLICOE ST,49.207586,-123.047290,1, ,0, 
1851,51837,EB SE MARINE DR NS KERR ST,SE MARINE DR @ KERR ST,49.207701,-123.044976,1, ,0, 
1852,51838,EB SE MARINE DR NS FIELDSTONE AV,SE MARINE DR @ FIELDSTONE AV,49.208306,-123.035026,1, ,0, 
1855,51841,EB E 54 AV FS KERR ST,E 54 AV @ KERR ST,49.220068,-123.040872,1, ,0, 
1856,51842,BURRARD STN BAY 4,BURRARD STN @ BAY 4,49.286591,-123.121594,1, ,0, 
1857,51843,BURRARD STN BAY 3,BURRARD STN @ BAY 3,49.286399,-123.121687,1, ,0, 
1858,51844,EB HASTINGS ST FS WILLINGDON AV,HASTINGS ST @ WILLINGDON AV,49.280923,-123.002690,2, ,0, 
1860,51846,EB HASTINGS ST FS HYTHE AV,HASTINGS ST @ HYTHE AV,49.280203,-122.989740,2, ,0, 
1861,51847,EB HASTINGS ST FS SPRINGER AV,HASTINGS ST @ SPRINGER AV,49.280272,-122.987382,2, ,0, 
1862,51848,EB HASTINGS ST FS HOWARD AV,HASTINGS ST @ HOWARD AV,49.280253,-122.983261,2, ,0, 
1863,51849,EB HASTINGS ST FS HOLDOM AV,HASTINGS ST @ HOLDOM AV,49.280250,-122.980522,2, ,0, 
1864,51850,EB HASTINGS ST FS FELL AV,HASTINGS ST @ FELL AV,49.280251,-122.975113,2, ,0, 
1865,51851,EB HASTINGS ST FS KENSINGTON AV,HASTINGS ST @ KENSINGTON AV,49.280262,-122.969596,2, ,0, 
1866,51852,EB HASTINGS ST FS SPERLING AV,HASTINGS ST @ SPERLING AV,49.280273,-122.964241,2, ,0, 
1870,51856,EB HASTINGS ST FS DUTHIE AV,HASTINGS ST @ DUTHIE AV,49.280285,-122.952975,2, ,0, 
1871,51857,EB BURNABY MTN PKY AT BURNWOOD DR,BURNABY MOUNTAIN PKY @ BURNWOOD DR,49.277490,-122.946240,2, ,0, 
1872,51858,EB BURNABY MTN PKY AT CURTIS ST,BURNABY MOUNTAIN PKY @ CURTIS ST,49.275427,-122.942436,2, ,0, 
1873,52806,SFU TRANSPORTATION CENTRE BAY 2,SFU TRANSPORTATION CENTRE @ BAY 2,49.279923,-122.919815,2, ,0, 
1874,51860,SFU TRANSPORTATION CENTRE BAY 3,SFU TRANSPORTATION CENTRE @ BAY 3,49.279978,-122.919503,2, ,0, 
1875,51861,SFU TRANSIT EXCHANGE BAY 1,SFU TRANSIT EXCHANGE @ BAY 1,49.278649,-122.912933,2, ,0, 
1876,51862,WB S CAMPUS RD FS SCIENCE RD,S CAMPUS RD @ SCIENCE RD,49.277326,-122.919250,2, ,0, 
1877,51863,SFU TRANSPORTATION CENTRE BAY 1,SFU TRANSPORTATION CENTRE @ BAY 1,49.279695,-122.920254,2, ,0, 
1878,51864,WB UNIVERSITY DR W FS W CAMPUS RD,UNIVERSITY DR W @ W CAMPUS RD,49.281314,-122.927751,2, ,0, 
1879,51865,WB BURNABY MTN PKY AT CURTIS ST,BURNABY MOUNTAIN PKY @ CURTIS ST,49.275637,-122.942139,2, ,0, 
1880,51866,WB BURNABY MTN PKY AT BURNWOOD DR,BURNABY MOUNTAIN PKY @ BURNWOOD DR,49.277882,-122.946323,2, ,0, 
1883,61532,WB HASTINGS ST NS ELLERSLIE AV,HASTINGS ST @ ELLERSLIE AVE,49.280299,-122.960924,2, ,0, 
1885,51871,WB HASTINGS ST FS SPERLING AV,HASTINGS ST @ SPERLING AV,49.280435,-122.965082,2, ,0, 
1886,51872,WB HASTINGS ST FS KENSINGTON AV,HASTINGS ST @ KENSINGTON AV,49.280425,-122.970437,2, ,0, 
1887,51873,WB HASTINGS ST FS FELL AV,HASTINGS ST @ FELL AV,49.280414,-122.975954,2, ,0, 
1888,51874,WB HASTINGS ST FS HOLDOM AV-,HASTINGS ST @ HOLDOM AV,49.280412,-122.981363,2, ,0, 
1891,51877,WB HASTINGS ST FS HYTHE AV,HASTINGS ST @ HYTHE AV,49.280246,-122.990961,2, ,0, 
1892,51878,WB HASTINGS ST FS GAMMA AV,HASTINGS ST @ GAMMA AV,49.281058,-122.995072,2, ,0, 
1893,51879,WB HASTINGS ST FS ALPHA AV,HASTINGS ST @ ALPHA AV,49.281082,-123.000658,2, ,0, 
1895,51881,TRIUMF RESEARCH CENTRE,WESBROOK MALL @ TRIUMF CENTRE,49.247220,-123.231366,1, ,0, 
1896,51882,WB W 16 AV FS WESBROOK MALL,W 16 AV @ WESBROOK MALL,49.255370,-123.237993,1, ,0, 
1897,51883,WB W 16 AV NS SW MARINE DR,W 16 AV @ SW MARINE DR,49.252624,-123.245762,1, ,0, 
1901,51887,EB SW MARINE DR FS KULLAHUN DR,SW MARINE DR @ KULLAHUN DR,49.236956,-123.204902,1, ,0, 
1902,51888,EB W 41 AV NS CROWN ST--,W 41 AV @ CROWN ST,49.234680,-123.193965,1, ,0, 
1903,51889,EB W 41 AV FS WALLACE ST,W 41 AV @ WALLACE ST,49.234684,-123.190510,1, ,0, 
1904,51890,EB W 41 AV FS HIGHBURY ST,W 41 AV @ HIGHBURY ST,49.234684,-123.187909,1, ,0, 
1906,51892,WB E 41 AV FS WALES ST,E 41 AV @ WALES ST,49.232853,-123.052050,1, ,0, 
1907,51893,WB W 41 AV FS DUNBAR ST,W 41 AV @ DUNBAR ST,49.234837,-123.185730,1, ,0, 
1908,51894,WB W 41 AV FS OLYMPIC ST,W 41 AV @ OLYMPIC ST,49.234849,-123.190024,1, ,0, 
1909,51895,WB W 41 AV FS HOLLAND ST,W 41 AV @ HOLLAND ST,49.234849,-123.192679,1, ,0, 
1910,51896,SB CROWN ST NS SW MARINE DR,CROWN ST @ SW MARINE DR,49.233861,-123.193850,1, ,0, 
1911,51897,WB SW MARINE DR FS CAMOSUN ST,SW MARINE DR @ CAMOSUN ST,49.235224,-123.197397,1, ,0, 
1912,51898,WB SW MARINE DR AT KULLAHUN DR,SW MARINE DR @ KULLAHUN DR,49.237419,-123.205312,1, ,0, 
1914,51900,EB W 16 AV FS SW MARINE DR,W 16 AV @ SW MARINE DR,49.252398,-123.245421,1, ,0, 
1915,51901,EB W 16 AV FS EAST MALL RD,W 16 AV @ EAST MALL RD,49.254131,-123.240408,1, ,0, 
1932,51916,WB CHANCELLOR BLVD FS HAMBER RD,CHANCELLOR BLVD @ HAMBER RD,49.273244,-123.238336,1, ,0, 
1933,51917,WB CHANCELLOR BLVD FS ALLISON RD,CHANCELLOR BLVD @ ALLISON RD,49.273615,-123.246052,1, ,0, 
1945,51928,EB CHANCELLOR BLVD FS WESTERN PKY,CHANCELLOR BLVD @ WESTERN PKY,49.273238,-123.246726,1, ,0, 
1959,51942,SB BURRARD ST FS W 3 AV,BURRARD ST @ W 3 AV,49.268631,-123.145721,1, ,0, 
1961,51944,SB DUNBAR ST AT W 43 AV,DUNBAR ST @ W 43 AV,49.232797,-123.185470,1, ,0, 
1962,51945,SB DUNBAR ST NS SW MARINE DR,DUNBAR ST @ SW MARINE DR,49.230764,-123.185468,1, ,0, 
1963,51946,EB SW MARINE DR FS BLENHEIM ST,SW MARINE DR @ BLENHEIM ST,49.229932,-123.178363,1, ,0, 
1964,51947,EB SW MARINE DR FS BALACLAVA ST,SW MARINE DR @ BALACLAVA ST,49.228848,-123.175524,1, ,0, 
1967,51950,EB W 49 AV FS MCCLEERY ST,W 49 AV @ MCCLEERY ST,49.227232,-123.168495,1, ,0, 
1968,51951,EB W 49 AV FS MARINE CRES,W 49 AV @ MARINE CRES,49.227198,-123.164851,1, ,0, 
1969,51952,EB W 49 AV FS BALSAM ST,W 49 AV @ BALSAM ST,49.227139,-123.160855,1, ,0, 
1970,51953,EB W 49 AV FS YEW ST,W 49 AV @ YEW ST,49.227102,-123.158362,1, ,0, 
1971,51954,EB W 49 AV NS WEST BOULEVARD,W 49 AV @ W BOULEVARD,49.227066,-123.155328,1, ,0, 
1972,51955,EB W 49 AV FS EAST BOULEVARD,W 49 AV @ EAST BLVD,49.227052,-123.154068,1, ,0, 
1973,59103,EB W 49 AV FS MAPLE ST,W 49 AV @ MAPLE ST,49.227038,-123.151920,1, ,0, 
1974,51957,EB W 49 AV FS ANGUS DR,W 49 AV @ ANGUS DR,49.226973,-123.147512,1, ,0, 
1975,51958,EB W 49 AV FS MARGUERITE ST,W 49 AV @ MARGUERITE ST,49.226928,-123.144558,1, ,0, 
1976,51959,EB W 49 AV FS CHURCHILL ST,W 49 AV @ CHURCHILL ST,49.226902,-123.141212,1, ,0, 
1977,51960,EB W 49 AV FS GRANVILLE ST,W 49 AV @ GRANVILLE ST,49.226862,-123.139370,1, ,0, 
1978,51961,EB W 49 AV FS HUDSON ST,W 49 AV @ HUDSON ST,49.226686,-123.134655,1, ,0, 
1979,51962,EB W 49 AV FS MONTGOMERY ST,W 49 AV @ MONTGOMERY ST,49.226568,-123.131485,1, ,0, 
1980,51963,EB W 49 AV FS OAK ST,W 49 AV @ OAK ST,49.226433,-123.127854,1, ,0, 
1981,51964,EB W 49 AV FS FREMLIN ST,W 49 AV @ FREMLIN ST,49.226375,-123.126228,1, ,0, 
1982,51965,EB W 49 AV FS HEATHER ST,W 49 AV @ HEATHER ST,49.226257,-123.123152,1, ,0, 
1985,51968,EB W 49 AV FS ALBERTA ST,W 49 AV @ ALBERTA ST,49.225842,-123.112517,1, ,0, 
1986,51969,EB W 49 AV FS MANITOBA ST,W 49 AV @ MANITOBA ST,49.225709,-123.108303,1, ,0, 
1987,51970,EB E 49 AV FS QUEBEC ST,E 49 AV @ QUEBEC ST,49.225596,-123.103386,1, ,0, 
1988,51971,EB E 49 AV FS MAIN ST,E 49 AV @ MAIN ST,49.225556,-123.101218,1, ,0, 
1989,51972,EB E 49 AV FS PRINCE EDWARD ST,E 49 AV @ PRINCE EDWARD ST,49.225495,-123.097087,1, ,0, 
1990,51973,EB E 49 AV FS SNT GEORGE ST,E 49 AV @ SNT GEORGE ST,49.225423,-123.093659,1, ,0, 
1991,51974,EB E 49 AV FS FREDERICK ST,E 49 AV @ FREDERICK ST,49.225383,-123.091559,1, ,0, 
1992,51975,EB E 49 AV FS FRASER ST,E 49 AV @ FRASER ST,49.225351,-123.090286,1, ,0, 
1993,51976,EB E 49 AV FS PRINCE ALBERT ST,E 49 AV @ PRINCE ALBERT ST,49.225331,-123.087590,1, ,0, 
1994,51977,EB E 49 AV FS WINDSOR ST,E 49 AV @ WINDSOR ST,49.225302,-123.084814,1, ,0, 
1995,51978,EB E 49 AV FS SHERBROOKE ST,E 49 AV @ SHERBROOKE ST,49.225267,-123.081021,1, ,0, 
1996,51979,EB E 49 AV FS KNIGHT ST,E 49 AV @ KNIGHT ST,49.225187,-123.076916,1, ,0, 
1997,51980,EB E 49 AV FS DUMFRIES ST,E 49 AV @ DUMFRIES ST,49.225177,-123.074112,1, ,0, 
1998,51981,EB E 49 AV FS ARGYLE ST,E 49 AV @ ARGYLE ST,49.225129,-123.071335,1, ,0, 
1999,51982,EB E 49 AV FS COMMERCIAL ST,E 49 AV @ COMMERCIAL ST,49.225102,-123.068003,1, ,0, 
2000,51983,EB E 49 AV FS VICTORIA DR,E 49 AV @ VICTORIA DR,49.225082,-123.065335,1, ,0, 
2001,51984,EB E 49 AV FS GLADSTONE ST,E 49 AV @ GLADSTONE ST,49.225018,-123.061935,1, ,0, 
2002,51985,EB E 49 AV FS NANAIMO ST,E 49 AV @ NANAIMO ST,49.224935,-123.058738,1, ,0, 
2004,51987,EB E 49 AV FS ELLIOTT ST,E 49 AV @ ELLIOTT ST,49.224719,-123.054294,1, ,0, 
2005,51988,EB E 49 AV FS VIVIAN ST,E 49 AV @ VIVIAN ST,49.224684,-123.049918,1, ,0, 
2006,51989,EB E 49 AV FS KILLARNEY ST,E 49 AV @ KILLARNEY ST,49.224650,-123.045272,1, ,0, 
